agency,agency_name,id,use_case_name,agency_bureau,contact_email,is_withheld,development_stage,is_high_impact,HI_justification,topic_area,classification,problem_solved,benefits,system_outputs,operational_date,contracting_usage,vendor_name,have_ato,system_name_ato,data_description,link_to_data,has_pii,pia_url,demographic_features,has_custom_code,code_url,hi_testing_conducted,hi_assessment_completed,hi_potential_impacts,hi_independent_review,hi_ongoing_monitoring,hi_training_established,hi_failsafe_presence,hi_appeal_process,hi_public_consultation
DOE,Department of Energy,DOE-685,Microsoft 365 Apps for Enterprise,EMLA - EM Los Alamos Field Site (EM),,No,Deployed,Not High-impact,AI integrated into the software is solely used to provide a user with assistive functions.,IT,Generative AI,,AI was automatically integrated into the product without an identified benefit to the organization.,,2023-02-01 00:00:00,Vendor Purchased,Microsoft,No,GSS,Proprietary/unknown data set used for model training.,,No,,[],No,Not Available,In-progress,In-progress,"Unknown, see ""Comments"" field.",In-progress,In-progress,Training In-progress,Not Applicable,Not Applicable,['General solicitations of \ncomments from the public']
DOE,Department of Energy,DOE-691,Microsoft Outlook MUI,EMLA - EM Los Alamos Field Site (EM),,No,Deployed,Not High-impact,AI integrated into the software is solely used to provide a user with assistive functions.,IT,Generative AI,,AI was automatically integrated into the product without an identified benefit to the organization.,,2023-02-01 00:00:00,Vendor Purchased,Microsoft,No,GSS,Proprietary/unknown data set used for model training.,,No,,[],No,Not Available,In-progress,In-progress,"Unknown, see ""Comments"" field.",In-progress,In-progress,Training In-progress,Not Applicable,Not Applicable,['General solicitations of \ncomments from the public']
DOE,Department of Energy,DOE-698,Microsoft Edge,EMLA - EM Los Alamos Field Site (EM),,No,Deployed,Not High-impact,AI integrated into the software is solely used to provide a user with assistive functions.,IT,Generative AI,,AI was automatically integrated into the product without an identified benefit to the organization.,,2023-02-01 00:00:00,Vendor Purchased,Microsoft,No,GSS,Proprietary/unknown data set used for model training.,,No,,[],No,Not Available,In-progress,In-progress,"Unknown, see ""Comments"" field.",In-progress,In-progress,Training In-progress,Not Applicable,Not Applicable,['General solicitations of \ncomments from the public']
DOE,Department of Energy,DOE-710,SQL Server Management Studio,EMLA - EM Los Alamos Field Site (EM),,No,Deployed,Not High-impact,AI integrated into the software is solely used to provide a user with assistive functions.,IT,Generative AI,,AI was automatically integrated into the product without an identified benefit to the organization.,,2023-02-01 00:00:00,Vendor Purchased,Microsoft,No,GSS,Proprietary/unknown data set used for model training.,,No,,[],No,Not Available,In-progress,In-progress,"Unknown, see ""Comments"" field.",In-progress,In-progress,Training In-progress,Not Applicable,Not Applicable,['General solicitations of \ncomments from the public']
DOE,Department of Energy,DOE-711,Microsoft Exchange Server,EMLA - EM Los Alamos Field Site (EM),,No,Deployed,Not High-impact,AI integrated into the software is solely used to provide a user with assistive functions.,IT,Generative AI,,AI was automatically integrated into the product without an identified benefit to the organization.,,2023-02-01 00:00:00,Vendor Purchased,Microsoft,No,GSS,Proprietary/unknown data set used for model training.,,No,,[],No,Not Available,In-progress,In-progress,"Unknown, see ""Comments"" field.",In-progress,In-progress,Training In-progress,Not Applicable,Not Applicable,['General solicitations of \ncomments from the public']
DOE,Department of Energy,DOE-721,Microsoft Skype App,EMLA - EM Los Alamos Field Site (EM),,No,Deployed,Not High-impact,AI integrated into the software is solely used to provide a user with assistive functions.,IT,Generative AI,,AI was automatically integrated into the product without an identified benefit to the organization.,,2023-02-01 00:00:00,Vendor Purchased,Microsoft,No,GSS,Proprietary/unknown data set used for model training.,,No,,[],No,Not Available,In-progress,In-progress,"Unknown, see ""Comments"" field.",In-progress,In-progress,Training In-progress,Not Applicable,Not Applicable,['General solicitations of \ncomments from the public']
DOE,Department of Energy,DOE-735,Microsoft OneNote MUI,EMLA - EM Los Alamos Field Site (EM),,No,Deployed,Not High-impact,AI integrated into the software is solely used to provide a user with assistive functions.,IT,Generative AI,,AI was automatically integrated into the product without an identified benefit to the organization.,,2023-02-01 00:00:00,Vendor Purchased,Microsoft,No,GSS,Proprietary/unknown data set used for model training.,,No,,[],No,Not Available,In-progress,In-progress,"Unknown, see ""Comments"" field.",In-progress,In-progress,Training In-progress,Not Applicable,Not Applicable,['General solicitations of \ncomments from the public']
DOE,Department of Energy,DOE-744,Microsoft PowerPoint MUI,EMLA - EM Los Alamos Field Site (EM),,No,Deployed,Not High-impact,AI integrated into the software is solely used to provide a user with assistive functions.,IT,Generative AI,,AI was automatically integrated into the product without an identified benefit to the organization.,,2023-02-01 00:00:00,Vendor Purchased,Microsoft,No,GSS,Proprietary/unknown data set used for model training.,,No,,[],No,Not Available,In-progress,In-progress,"Unknown, see ""Comments"" field.",In-progress,In-progress,Training In-progress,Not Applicable,Not Applicable,['General solicitations of \ncomments from the public']
DOE,Department of Energy,DOE-748,Microsoft Power BI Desktop,EMLA - EM Los Alamos Field Site (EM),,No,Deployed,Not High-impact,AI integrated into the software is solely used to provide a user with assistive functions.,IT,Generative AI,,AI was automatically integrated into the product without an identified benefit to the organization.,,2023-02-01 00:00:00,Vendor Purchased,Microsoft,No,GSS,Proprietary/unknown data set used for model training.,,No,,[],No,Not Available,In-progress,In-progress,"Unknown, see ""Comments"" field.",In-progress,In-progress,Training In-progress,Not Applicable,Not Applicable,['General solicitations of \ncomments from the public']
DOE,Department of Energy,DOE-749,Microsoft Azure PowerShell,EMLA - EM Los Alamos Field Site (EM),,No,Deployed,Not High-impact,AI integrated into the software is solely used to provide a user with assistive functions.,IT,Generative AI,,AI was automatically integrated into the product without an identified benefit to the organization.,,2023-02-01 00:00:00,Vendor Purchased,Microsoft,No,GSS,Proprietary/unknown data set used for model training.,,No,,[],No,Not Available,In-progress,In-progress,"Unknown, see ""Comments"" field.",In-progress,In-progress,Training In-progress,Not Applicable,Not Applicable,['General solicitations of \ncomments from the public']
DOE,Department of Energy,DOE-453,MI8 Collimators Surogate Model,FNAL - Fermi National Accelerator (SC43 OIM),,No,Pilot,Not High-impact,"The use case does not have an effect on civil rights/liberties/privacy, access to education/housing/insurance/credit/employment, access to critical government resources/services, human health/safety, critical infrastructure/public  safety",Science,Classical ML,This project is working to create a ML surogate model of the exisitng MI8 collimation system. The purpose of the ML model is to aid in the tuning of the collimation system for acclerator operations and to help find more optimal settings in a timely m,This project is working to create a ML surogate model of the exisitng MI8 collimation system. The purpose of the ML model is to aid in the tuning of the collimation system for acclerator operations and to help find more optimal settings in a timely manner. We hope to extend these techniques to other sub-systems and also a new MI8 collimation system being installed.,The ML outputs of the system are predictions of collimation system performance given collimation system settings and beam charecteristics.,2025-09-25 00:00:00,In-house Development,,No,,Accelerator operations machine data,,No,,[],Yes,unknown,,,,,,,,,[]
DOE,Department of Energy,DOE-485,Unleashing AI Transformer Models on FPGAs for Accelerating LHC and Particle Physics,FNAL - Fermi National Accelerator (SC43 OIM),,No,Pre-deployment,Not High-impact,"The use case does not have an effect on civil rights/liberties/privacy, access to education/housing/insurance/credit/employment, access to critical government resources/services, human health/safety, critical infrastructure/public  safety",Science,Classical ML,"This project centers on the deployment of Transformer models for Field Programmable Gate Arrays (FPGA), in order to seamlessly integrate AI capabilities into particle physics experiments, specifically focusing on the L1 triggering schemes and real-ti","This effort focuses on Transformer models for representation learning on Field Programmable Gate Arrays
(FPGA), in order to seamlessly integrate AI capabilities into particle physics experiments, specifically
focusing on the CMS level-1 (L1) trigger at the High-Luminosity LHC (HL-LHC) and real-time magnet
quench detection. While conventional methods for event identification have limitations, modern AI and
machine learning techniques offer superior alternatives.","This AI system has two fold use cases, represnetation learning for LHC Trigger and multi-modal magnet quench detection algorithms.",2025-09-25 00:00:00,,,No,,research datasets from scientific experiments,,No,,[],Yes,,,,,,,,,,[]
